lever_set,b_A,b_B,b_C,pcu_C,growth_upper,categories,jacobian_s2,jacobian_s3,r2_O1,r2_O2,r2_O3,largest_unexplained,o3_flat,front_s2,front_s3,front_n
theta,-0.5,-2.0,-1.0,2.0,0.01,ABC,0.6455,0.0283,0.11395,0.95998,0.00502,0.9975,False,0.6841,0.0460,200
theta,-0.5,-2.0,-1.0,2.0,0.03,ABCDE,0.6214,0.0553,0.47741,0.96002,0.01989,0.9900,False,0.6274,0.0845,200
theta,-0.5,-2.0,-1.0,2.0,0.03,ABC,0.6207,0.0587,0.52501,0.96002,0.01989,0.9900,False,0.6629,0.0916,200
theta,-0.5,-2.0,-1.0,3.0,0.01,ABCDE,0.6109,0.0446,0.09253,0.86725,0.00502,0.9975,False,0.6377,0.0635,200
theta,-0.5,-2.0,-1.0,3.0,0.01,ABC,0.6179,0.0507,0.11395,0.86725,0.00502,0.9975,False,0.6823,0.0595,200
theta,-0.5,-2.0,-1.0,3.0,0.03,ABCDE,0.6262,0.1033,0.47741,0.86697,0.01989,0.9900,False,0.6209,0.0742,200
theta,-0.5,-2.0,-1.0,3.0,0.03,ABC,0.6258,0.1080,0.52501,0.86697,0.01989,0.9900,False,0.6078,0.0775,200
theta,-0.5,-2.0,-2.0,1.0,0.01,ABCDE,0.6861,0.0015,0.09657,0.99999,0.00572,0.9971,False,0.6690,0.0029,200
theta,-0.5,-2.0,-2.0,1.0,0.01,ABC,0.6915,0.0017,0.11818,0.99999,0.00572,0.9971,False,0.6787,0.0035,200
theta,-0.5,-2.0,-2.0,1.0,0.03,ABCDE,0.6031,0.0017,0.48277,0.99994,0.02572,0.9871,False,0.6088,0.0120,200
theta,-0.5,-2.0,-2.0,1.0,0.03,ABC,0.5999,0.0018,0.52842,0.99994,0.02572,0.9871,False,0.5602,0.0128,200
theta,-0.5,-2.0,-2.0,1.5,0.01,ABCDE,0.6660,0.0126,0.09657,0.98926,0.00572,0.9971,False,0.6925,0.0469,200
theta,-0.5,-2.0,-2.0,1.5,0.01,ABC,0.6684,0.0142,0.11818,0.98926,0.00572,0.9971,False,0.6724,0.0465,200
theta,-0.5,-2.0,-2.0,1.5,0.03,ABCDE,0.6005,0.0280,0.48277,0.98935,0.02572,0.9871,False,0.6245,0.0580,200
theta,-0.5,-2.0,-2.0,1.5,0.03,ABC,0.6003,0.0298,0.52842,0.98935,0.02572,0.9871,False,0.6447,0.0554,200
theta,-0.5,-2.0,-2.0,2.0,0.01,ABCDE,0.6423,0.0248,0.09657,0.95998,0.00572,0.9971,False,0.6568,0.0539,200
theta,-0.5,-2.0,-2.0,2.0,0.01,ABC,0.6497,0.0281,0.11818,0.95998,0.00572,0.9971,False,0.6783,0.0457,200
theta,-0.5,-2.0,-2.0,2.0,0.03,ABCDE,0.5966,0.0537,0.48277,0.96002,0.02572,0.9871,False,0.6352,0.0768,200
theta,-0.5,-2.0,-2.0,2.0,0.03,ABC,0.5965,0.0569,0.52842,0.96002,0.02572,0.9871,False,0.6311,0.0639,200
theta,-0.5,-2.0,-2.0,3.0,0.01,ABCDE,0.6150,0.0444,0.09657,0.86725,0.00572,0.9971,False,0.6969,0.0634,200
theta,-0.5,-2.0,-2.0,3.0,0.01,ABC,0.6220,0.0505,0.11818,0.86725,0.00572,0.9971,False,0.7193,0.0507,200
theta,-0.5,-2.0,-2.0,3.0,0.03,ABCDE,0.5934,0.0991,0.48277,0.86697,0.02572,0.9871,False,0.5832,0.0793,200
theta,-0.5,-2.0,-2.0,3.0,0.03,ABC,0.5921,0.1046,0.52842,0.86697,0.02572,0.9871,False,0.6584,0.0622,200
theta,-1.0,-0.5,-0.5,1.0,0.01,ABCDE,0.8469,0.0042,0.22559,0.99999,0.05283,0.9732,False,0.6113,0.0046,200
theta,-1.0,-0.5,-0.5,1.0,0.01,ABC,0.8595,0.0046,0.30437,0.99999,0.05283,0.9732,False,0.6444,0.0054,200
theta,-1.0,-0.5,-0.5,1.0,0.03,ABCDE,0.5968,0.0032,0.72381,0.99994,0.34819,0.8073,False,0.5578,0.0221,200
theta,-1.0,-0.5,-0.5,1.0,0.03,ABC,0.5673,0.0032,0.78739,0.99994,0.34819,0.8073,False,0.4691,0.0184,200
theta,-1.0,-0.5,-0.5,1.5,0.01,ABCDE,0.8347,0.0348,0.22559,0.98926,0.05283,0.9732,False,0.6241,0.0638,200
theta,-1.0,-0.5,-0.5,1.5,0.01,ABC,0.8431,0.0377,0.30437,0.98926,0.05283,0.9732,False,0.6202,0.0675,200
theta,-1.0,-0.5,-0.5,1.5,0.03,ABCDE,0.6141,0.0519,0.72381,0.98935,0.34819,0.8073,False,0.4987,0.0744,200
theta,-1.0,-0.5,-0.5,1.5,0.03,ABC,0.5842,0.0514,0.78739,0.98935,0.34819,0.8073,False,0.5802,0.0783,200
theta,-1.0,-0.5,-0.5,2.0,0.01,ABCDE,0.8150,0.0677,0.22559,0.95998,0.05283,0.9732,False,0.6085,0.0508,200
theta,-1.0,-0.5,-0.5,2.0,0.01,ABC,0.8342,0.0744,0.30437,0.95998,0.05283,0.9732,False,0.5978,0.0901,200
theta,-1.0,-0.5,-0.5,2.0,0.03,ABCDE,0.6298,0.1005,0.72381,0.96002,0.34819,0.8073,False,0.4707,0.0688,200
theta,-1.0,-0.5,-0.5,2.0,0.03,ABC,0.5984,0.0992,0.78739,0.96002,0.34819,0.8073,False,0.4423,0.0809,200
theta,-1.0,-0.5,-0.5,3.0,0.01,ABCDE,0.7853,0.1228,0.22559,0.86725,0.05283,0.9732,False,0.6208,0.0755,200
theta,-1.0,-0.5,-0.5,3.0,0.01,ABC,0.8152,0.1358,0.30437,0.86725,0.05283,0.9732,False,0.6319,0.0726,200
theta,-1.0,-0.5,-0.5,3.0,0.03,ABCDE,0.6550,0.1851,0.72381,0.86697,0.34819,0.8073,False,0.4709,0.0751,200
theta,-1.0,-0.5,-0.5,3.0,0.03,ABC,0.6195,0.1836,0.78739,0.86697,0.34819,0.8073,False,0.5626,0.0702,200
theta,-1.0,-0.5,-1.0,1.0,0.01,ABCDE,0.8466,0.0042,0.23346,0.99999,0.04737,0.9760,False,0.5865,0.0045,200
theta,-1.0,-0.5,-1.0,1.0,0.01,ABC,0.8589,0.0046,0.31152,0.99999,0.04737,0.9760,False,0.6129,0.0050,200
theta,-1.0,-0.5,-1.0,1.0,0.03,ABCDE,0.6245,0.0031,0.72300,0.99994,0.31557,0.8273,False,0.5860,0.0144,200
theta,-1.0,-0.5,-1.0,1.0,0.03,ABC,0.5971,0.0031,0.78498,0.99994,0.31557,0.8273,False,0.6028,0.0159,200
theta,-1.0,-0.5,-1.0,1.5,0.01,ABCDE,0.8324,0.0341,0.23346,0.98926,0.04737,0.9760,False,0.6235,0.0593,200
theta,-1.0,-0.5,-1.0,1.5,0.01,ABC,0.8439,0.0371,0.31152,0.98926,0.04737,0.9760,False,0.6669,0.0575,200
theta,-1.0,-0.5,-1.0,1.5,0.03,ABCDE,0.6452,0.0509,0.72300,0.98935,0.31557,0.8273,False,0.6441,0.0630,200
theta,-1.0,-0.5,-1.0,1.5,0.03,ABC,0.6176,0.0506,0.78498,0.98935,0.31557,0.8273,False,0.5246,0.0674,200
theta,-1.0,-0.5,-1.0,2.0,0.01,ABCDE,0.8115,0.0667,0.23346,0.95998,0.04737,0.9760,False,0.6326,0.0589,200
theta,-1.0,-0.5,-1.0,2.0,0.01,ABC,0.8299,0.0730,0.31152,0.95998,0.04737,0.9760,False,0.6018,0.0626,200
theta,-1.0,-0.5,-1.0,2.0,0.03,ABCDE,0.6642,0.0983,0.72300,0.96002,0.31557,0.8273,False,0.5997,0.0623,200
theta,-1.0,-0.5,-1.0,2.0,0.03,ABC,0.6366,0.0978,0.78498,0.96002,0.31557,0.8273,False,0.5626,0.0670,200
theta,-1.0,-0.5,-1.0,3.0,0.01,ABCDE,0.7813,0.1207,0.23346,0.86725,0.04737,0.9760,False,0.6399,0.0867,200
theta,-1.0,-0.5,-1.0,3.0,0.01,ABC,0.8075,0.1333,0.31152,0.86725,0.04737,0.9760,False,0.6565,0.0690,200
theta,-1.0,-0.5,-1.0,3.0,0.03,ABCDE,0.6963,0.1819,0.72300,0.86697,0.31557,0.8273,False,0.5428,0.0675,200
theta,-1.0,-0.5,-1.0,3.0,0.03,ABC,0.6653,0.1795,0.78498,0.86697,0.31557,0.8273,False,0.6345,0.0596,200
theta,-1.0,-0.5,-2.0,1.0,0.01,ABCDE,0.8561,0.0040,0.24365,0.99999,0.03881,0.9804,False,0.6357,0.0038,200
theta,-1.0,-0.5,-2.0,1.0,0.01,ABC,0.8576,0.0044,0.31918,0.99999,0.03881,0.9804,False,0.6369,0.0045,200
theta,-1.0,-0.5,-2.0,1.0,0.03,ABCDE,0.6338,0.0028,0.69172,0.99994,0.24659,0.8680,False,0.6288,0.0110,200
theta,-1.0,-0.5,-2.0,1.0,0.03,ABC,0.6076,0.0028,0.75564,0.99994,0.24659,0.8680,False,0.5726,0.0133,200
theta,-1.0,-0.5,-2.0,1.5,0.01,ABCDE,0.8299,0.0324,0.24365,0.98926,0.03881,0.9804,False,0.6568,0.0543,200
theta,-1.0,-0.5,-2.0,1.5,0.01,ABC,0.8362,0.0352,0.31918,0.98926,0.03881,0.9804,False,0.6617,0.0690,200
theta,-1.0,-0.5,-2.0,1.5,0.03,ABCDE,0.6563,0.0450,0.69172,0.98935,0.24659,0.8680,False,0.6237,0.0434,200
theta,-1.0,-0.5,-2.0,1.5,0.03,ABC,0.6290,0.0450,0.75564,0.98935,0.24659,0.8680,False,0.5555,0.0519,200
theta,-1.0,-0.5,-2.0,2.0,0.01,ABCDE,0.8094,0.0636,0.24365,0.95998,0.03881,0.9804,False,0.6593,0.0684,200
theta,-1.0,-0.5,-2.0,2.0,0.01,ABC,0.8158,0.0691,0.31918,0.95998,0.03881,0.9804,False,0.6864,0.0770,200
theta,-1.0,-0.5,-2.0,2.0,0.03,ABCDE,0.6782,0.0876,0.69172,0.96002,0.24659,0.8680,False,0.5908,0.0674,200
theta,-1.0,-0.5,-2.0,2.0,0.03,ABC,0.6474,0.0878,0.75564,0.96002,0.24659,0.8680,False,0.5205,0.0643,200
theta,-1.0,-0.5,-2.0,3.0,0.01,ABCDE,0.7782,0.1171,0.24365,0.86725,0.03881,0.9804,False,0.6395,0.0847,200
theta,-1.0,-0.5,-2.0,3.0,0.01,ABC,0.7882,0.1287,0.31918,0.86725,0.03881,0.9804,False,0.6449,0.0888,200
theta,-1.0,-0.5,-2.0,3.0,0.03,ABCDE,0.6993,0.1623,0.69172,0.86697,0.24659,0.8680,False,0.6201,0.0871,200
theta,-1.0,-0.5,-2.0,3.0,0.03,ABC,0.6710,0.1614,0.75564,0.86697,0.24659,0.8680,False,0.5982,0.0654,200
theta,-1.0,-1.0,-0.5,1.0,0.01,ABCDE,0.6121,0.0029,0.98776,0.99999,0.07553,0.9615,False,0.6660,0.0048,200
theta,-1.0,-1.0,-0.5,1.0,0.01,ABC,0.6126,0.0028,0.99087,0.99999,0.07553,0.9615,False,0.6764,0.0052,200
theta,-1.0,-1.0,-0.5,1.0,0.03,ABCDE,0.6716,0.0006,0.99016,0.99994,0.08758,0.9552,False,0.7131,0.0117,200
theta,-1.0,-1.0,-0.5,1.0,0.03,ABC,0.6649,0.0006,0.99230,0.99994,0.08758,0.9552,False,0.7280,0.0130,200
theta,-1.0,-1.0,-0.5,1.5,0.01,ABCDE,0.6232,0.0215,0.98776,0.98926,0.07553,0.9615,False,0.6967,0.0520,200
theta,-1.0,-1.0,-0.5,1.5,0.01,ABC,0.6225,0.0215,0.99087,0.98926,0.07553,0.9615,False,0.6924,0.0420,200
theta,-1.0,-1.0,-0.5,1.5,0.03,ABCDE,0.6766,0.0091,0.99016,0.98935,0.08758,0.9552,False,0.6604,0.0358,200
theta,-1.0,-1.0,-0.5,1.5,0.03,ABC,0.6686,0.0090,0.99230,0.98935,0.08758,0.9552,False,0.6985,0.0390,200
theta,-1.0,-1.0,-0.5,2.0,0.01,ABCDE,0.6343,0.0426,0.98776,0.95998,0.07553,0.9615,False,0.7185,0.0523,200
theta,-1.0,-1.0,-0.5,2.0,0.01,ABC,0.6316,0.0426,0.99087,0.95998,0.07553,0.9615,False,0.7440,0.0684,200
theta,-1.0,-1.0,-0.5,2.0,0.03,ABCDE,0.6828,0.0174,0.99016,0.96002,0.08758,0.9552,False,0.6759,0.0583,200
theta,-1.0,-1.0,-0.5,2.0,0.03,ABC,0.6732,0.0173,0.99230,0.96002,0.08758,0.9552,False,0.6764,0.0539,200
theta,-1.0,-1.0,-0.5,3.0,0.01,ABCDE,0.6525,0.0785,0.98776,0.86725,0.07553,0.9615,False,0.6965,0.0945,200
theta,-1.0,-1.0,-0.5,3.0,0.01,ABC,0.6459,0.0786,0.99087,0.86725,0.07553,0.9615,False,0.6661,0.0686,200
theta,-1.0,-1.0,-0.5,3.0,0.03,ABCDE,0.6866,0.0316,0.99016,0.86697,0.08758,0.9552,False,0.7071,0.0460,200
theta,-1.0,-1.0,-0.5,3.0,0.03,ABC,0.6766,0.0314,0.99230,0.86697,0.08758,0.9552,False,0.6800,0.0529,200
theta,-1.0,-1.0,-1.0,1.0,0.01,ABCDE,0.8320,0.0065,0.99761,0.99999,0.00119,0.9994,False,0.7093,0.0068,200
theta,-1.0,-1.0,-1.0,1.0,0.01,ABC,0.8327,0.0065,0.99821,0.99999,0.00119,0.9994,False,0.6997,0.0067,200
theta,-1.0,-1.0,-1.0,1.0,0.03,ABCDE,0.8264,0.0033,0.99968,0.99994,0.00120,0.9994,False,0.6994,0.0168,200
theta,-1.0,-1.0,-1.0,1.0,0.03,ABC,0.8289,0.0033,0.99975,0.99994,0.00120,0.9994,False,0.6817,0.0164,200
theta,-1.0,-1.0,-1.0,1.5,0.01,ABCDE,0.8551,0.0498,0.99761,0.98926,0.00119,0.9994,False,0.6421,0.0245,200
theta,-1.0,-1.0,-1.0,1.5,0.01,ABC,0.8544,0.0498,0.99821,0.98926,0.00119,0.9994,False,0.6745,0.0213,200
theta,-1.0,-1.0,-1.0,1.5,0.03,ABCDE,0.8501,0.0513,0.99968,0.98935,0.00120,0.9994,False,0.6669,0.0220,200
theta,-1.0,-1.0,-1.0,1.5,0.03,ABC,0.8555,0.0509,0.99975,0.98935,0.00120,0.9994,False,0.6546,0.0229,200
theta,-1.0,-1.0,-1.0,2.0,0.01,ABCDE,0.8746,0.0995,0.99761,0.95998,0.00119,0.9994,False,0.6768,0.0353,200
theta,-1.0,-1.0,-1.0,2.0,0.01,ABC,0.8739,0.0995,0.99821,0.95998,0.00119,0.9994,False,0.6643,0.0347,200
theta,-1.0,-1.0,-1.0,2.0,0.03,ABCDE,0.8703,0.0989,0.99968,0.96002,0.00120,0.9994,False,0.6972,0.0261,200
theta,-1.0,-1.0,-1.0,2.0,0.03,ABC,0.8788,0.0980,0.99975,0.96002,0.00120,0.9994,False,0.7059,0.0229,200
theta,-1.0,-1.0,-1.0,3.0,0.01,ABCDE,0.9021,0.1864,0.99761,0.86725,0.00119,0.9994,False,0.6287,0.0321,200
theta,-1.0,-1.0,-1.0,3.0,0.01,ABC,0.9017,0.1865,0.99821,0.86725,0.00119,0.9994,False,0.7094,0.0324,200
theta,-1.0,-1.0,-1.0,3.0,0.03,ABCDE,0.8986,0.1838,0.99968,0.86697,0.00120,0.9994,False,0.6993,0.0280,200
theta,-1.0,-1.0,-1.0,3.0,0.03,ABC,0.9082,0.1819,0.99975,0.86697,0.00120,0.9994,False,0.6965,0.0255,200
theta,-1.0,-1.0,-2.0,1.0,0.01,ABCDE,0.6379,0.0015,0.96901,0.99999,0.08144,0.9584,False,0.6584,0.0044,200
theta,-1.0,-1.0,-2.0,1.0,0.01,ABC,0.6375,0.0015,0.97640,0.99999,0.08144,0.9584,False,0.6296,0.0046,200
theta,-1.0,-1.0,-2.0,1.0,0.03,ABCDE,0.6529,0.0003,0.98076,0.99994,0.08514,0.9565,False,0.6673,0.0106,200
theta,-1.0,-1.0,-2.0,1.0,0.03,ABC,0.6531,0.0003,0.98464,0.99994,0.08514,0.9565,False,0.6483,0.0123,200
theta,-1.0,-1.0,-2.0,1.5,0.01,ABCDE,0.6174,0.0124,0.96901,0.98926,0.08144,0.9584,False,0.6288,0.0312,200
theta,-1.0,-1.0,-2.0,1.5,0.01,ABC,0.6183,0.0125,0.97640,0.98926,0.08144,0.9584,False,0.6538,0.0328,200
theta,-1.0,-1.0,-2.0,1.5,0.03,ABCDE,0.6319,0.0063,0.98076,0.98935,0.08514,0.9565,False,0.6462,0.0199,200
theta,-1.0,-1.0,-2.0,1.5,0.03,ABC,0.6340,0.0063,0.98464,0.98935,0.08514,0.9565,False,0.6541,0.0160,200
theta,-1.0,-1.0,-2.0,2.0,0.01,ABCDE,0.5982,0.0246,0.96901,0.95998,0.08144,0.9584,False,0.6308,0.0465,200
theta,-1.0,-1.0,-2.0,2.0,0.01,ABC,0.6023,0.0248,0.97640,0.95998,0.08144,0.9584,False,0.6142,0.0443,200
theta,-1.0,-1.0,-2.0,2.0,0.03,ABCDE,0.6067,0.0122,0.98076,0.96002,0.08514,0.9565,False,0.5246,0.0135,200
theta,-1.0,-1.0,-2.0,2.0,0.03,ABC,0.6100,0.0122,0.98464,0.96002,0.08514,0.9565,False,0.6157,0.0239,200
theta,-1.0,-1.0,-2.0,3.0,0.01,ABCDE,0.5672,0.0456,0.96901,0.86725,0.08144,0.9584,False,0.6166,0.0532,200
theta,-1.0,-1.0,-2.0,3.0,0.01,ABC,0.5751,0.0458,0.97640,0.86725,0.08144,0.9584,False,0.5949,0.0498,200
theta,-1.0,-1.0,-2.0,3.0,0.03,ABCDE,0.5720,0.0221,0.98076,0.86697,0.08514,0.9565,False,0.5752,0.0472,200
theta,-1.0,-1.0,-2.0,3.0,0.03,ABC,0.5763,0.0221,0.98464,0.86697,0.08514,0.9565,False,0.5425,0.0285,200
theta,-1.0,-2.0,-0.5,1.0,0.01,ABCDE,0.5612,0.0020,0.25717,0.99999,0.04167,0.9789,False,0.6852,0.0032,200
theta,-1.0,-2.0,-0.5,1.0,0.01,ABC,0.5605,0.0023,0.29497,0.99999,0.04167,0.9789,False,0.6652,0.0041,200
theta,-1.0,-2.0,-0.5,1.0,0.03,ABCDE,0.3821,0.0016,0.76808,0.99994,0.26651,0.8564,False,0.6625,0.0108,200
theta,-1.0,-2.0,-0.5,1.0,0.03,ABC,0.3789,0.0017,0.79245,0.99994,0.26651,0.8564,False,0.6102,0.0095,200
theta,-1.0,-2.0,-0.5,1.5,0.01,ABCDE,0.5521,0.0166,0.25717,0.98926,0.04167,0.9789,False,0.6923,0.0420,200
theta,-1.0,-2.0,-0.5,1.5,0.01,ABC,0.5565,0.0183,0.29497,0.98926,0.04167,0.9789,False,0.6939,0.0566,200
theta,-1.0,-2.0,-0.5,1.5,0.03,ABCDE,0.3932,0.0261,0.76808,0.98935,0.26651,0.8564,False,0.6884,0.0610,200
theta,-1.0,-2.0,-0.5,1.5,0.03,ABC,0.3877,0.0274,0.79245,0.98935,0.26651,0.8564,False,0.6250,0.0621,200
theta,-1.0,-2.0,-0.5,2.0,0.01,ABCDE,0.5410,0.0330,0.25717,0.95998,0.04167,0.9789,False,0.6562,0.0623,200
theta,-1.0,-2.0,-0.5,2.0,0.01,ABC,0.5443,0.0365,0.29497,0.95998,0.04167,0.9789,False,0.6929,0.0558,200
theta,-1.0,-2.0,-0.5,2.0,0.03,ABCDE,0.4057,0.0489,0.76808,0.96002,0.26651,0.8564,False,0.6049,0.0702,200
theta,-1.0,-2.0,-0.5,2.0,0.03,ABC,0.3989,0.0520,0.79245,0.96002,0.26651,0.8564,False,0.6095,0.0763,200
theta,-1.0,-2.0,-0.5,3.0,0.01,ABCDE,0.5432,0.0601,0.25717,0.86725,0.04167,0.9789,False,0.6801,0.0535,200
theta,-1.0,-2.0,-0.5,3.0,0.01,ABC,0.5492,0.0667,0.29497,0.86725,0.04167,0.9789,False,0.6584,0.0802,200
theta,-1.0,-2.0,-0.5,3.0,0.03,ABCDE,0.4366,0.0854,0.76808,0.86697,0.26651,0.8564,False,0.6097,0.0697,200
theta,-1.0,-2.0,-0.5,3.0,0.03,ABC,0.4308,0.0900,0.79245,0.86697,0.26651,0.8564,False,0.5825,0.0930,200
theta,-1.0,-2.0,-1.0,1.0,0.01,ABCDE,0.5575,0.0020,0.26242,0.99999,0.04410,0.9777,False,0.6200,0.0032,200
theta,-1.0,-2.0,-1.0,1.0,0.01,ABC,0.5569,0.0022,0.30018,0.99999,0.04410,0.9777,False,0.6424,0.0039,200
theta,-1.0,-2.0,-1.0,1.0,0.03,ABCDE,0.3751,0.0017,0.78033,0.99994,0.29294,0.8409,False,0.6614,0.0106,200
theta,-1.0,-2.0,-1.0,1.0,0.03,ABC,0.3744,0.0018,0.80298,0.99994,0.29294,0.8409,False,0.6236,0.0118,200
theta,-1.0,-2.0,-1.0,1.5,0.01,ABCDE,0.5470,0.0166,0.26242,0.98926,0.04410,0.9777,False,0.6812,0.0440,200
theta,-1.0,-2.0,-1.0,1.5,0.01,ABC,0.5511,0.0185,0.30018,0.98926,0.04410,0.9777,False,0.6452,0.0544,200
theta,-1.0,-2.0,-1.0,1.5,0.03,ABCDE,0.3802,0.0270,0.78033,0.98935,0.29294,0.8409,False,0.6259,0.0586,200
theta,-1.0,-2.0,-1.0,1.5,0.03,ABC,0.3778,0.0284,0.80298,0.98935,0.29294,0.8409,False,0.6440,0.0648,200
theta,-1.0,-2.0,-1.0,2.0,0.01,ABCDE,0.5351,0.0331,0.26242,0.95998,0.04410,0.9777,False,0.6239,0.0581,200
theta,-1.0,-2.0,-1.0,2.0,0.01,ABC,0.5381,0.0368,0.30018,0.95998,0.04410,0.9777,False,0.6987,0.0750,200
theta,-1.0,-2.0,-1.0,2.0,0.03,ABCDE,0.3890,0.0511,0.78033,0.96002,0.29294,0.8409,False,0.5966,0.0621,200
theta,-1.0,-2.0,-1.0,2.0,0.03,ABC,0.3831,0.0534,0.80298,0.96002,0.29294,0.8409,False,0.5791,0.0691,200
theta,-1.0,-2.0,-1.0,3.0,0.01,ABCDE,0.5343,0.0598,0.26242,0.86725,0.04410,0.9777,False,0.6679,0.0604,200
theta,-1.0,-2.0,-1.0,3.0,0.01,ABC,0.5355,0.0671,0.30018,0.86725,0.04410,0.9777,False,0.6654,0.0605,200
theta,-1.0,-2.0,-1.0,3.0,0.03,ABCDE,0.4103,0.0889,0.78033,0.86697,0.29294,0.8409,False,0.6436,0.0765,200
theta,-1.0,-2.0,-1.0,3.0,0.03,ABC,0.4051,0.0925,0.80298,0.86697,0.29294,0.8409,False,0.6308,0.0856,200
theta,-1.0,-2.0,-2.0,1.0,0.01,ABCDE,0.5586,0.0020,0.27102,0.99999,0.04895,0.9752,False,0.6160,0.0032,200
theta,-1.0,-2.0,-2.0,1.0,0.01,ABC,0.5594,0.0022,0.30854,0.99999,0.04895,0.9752,False,0.6257,0.0041,200
theta,-1.0,-2.0,-2.0,1.0,0.03,ABCDE,0.3645,0.0016,0.78795,0.99994,0.32155,0.8237,False,0.5744,0.0108,200
theta,-1.0,-2.0,-2.0,1.0,0.03,ABC,0.3610,0.0016,0.80905,0.99994,0.32155,0.8237,False,0.6144,0.0136,200
theta,-1.0,-2.0,-2.0,1.5,0.01,ABCDE,0.5448,0.0163,0.27102,0.98926,0.04895,0.9752,False,0.5965,0.0427,200
theta,-1.0,-2.0,-2.0,1.5,0.01,ABC,0.5439,0.0180,0.30854,0.98926,0.04895,0.9752,False,0.6662,0.0489,200
theta,-1.0,-2.0,-2.0,1.5,0.03,ABCDE,0.3597,0.0270,0.78795,0.98935,0.32155,0.8237,False,0.6393,0.0614,200
theta,-1.0,-2.0,-2.0,1.5,0.03,ABC,0.3564,0.0284,0.80905,0.98935,0.32155,0.8237,False,0.5466,0.0632,200
theta,-1.0,-2.0,-2.0,2.0,0.01,ABCDE,0.5349,0.0325,0.27102,0.95998,0.04895,0.9752,False,0.6350,0.0576,200
theta,-1.0,-2.0,-2.0,2.0,0.01,ABC,0.5380,0.0363,0.30854,0.95998,0.04895,0.9752,False,0.6426,0.0410,200
theta,-1.0,-2.0,-2.0,2.0,0.03,ABCDE,0.3582,0.0518,0.78795,0.96002,0.32155,0.8237,False,0.6071,0.0594,200
theta,-1.0,-2.0,-2.0,2.0,0.03,ABC,0.3580,0.0542,0.80905,0.96002,0.32155,0.8237,False,0.5981,0.0650,200
theta,-1.0,-2.0,-2.0,3.0,0.01,ABCDE,0.5230,0.0594,0.27102,0.86725,0.04895,0.9752,False,0.6304,0.0590,200
theta,-1.0,-2.0,-2.0,3.0,0.01,ABC,0.5245,0.0665,0.30854,0.86725,0.04895,0.9752,False,0.6672,0.0651,200
theta,-1.0,-2.0,-2.0,3.0,0.03,ABCDE,0.3660,0.0927,0.78795,0.86697,0.32155,0.8237,False,0.5825,0.0714,200
theta,-1.0,-2.0,-2.0,3.0,0.03,ABC,0.3644,0.0979,0.80905,0.86697,0.32155,0.8237,False,0.4819,0.0623,200
theta,-2.0,-0.5,-0.5,1.0,0.01,ABCDE,0.6883,0.0016,0.09830,0.99999,0.00563,0.9972,False,0.6751,0.0028,200
theta,-2.0,-0.5,-0.5,1.0,0.01,ABC,0.6935,0.0018,0.12071,0.99999,0.00563,0.9972,False,0.7084,0.0037,200
theta,-2.0,-0.5,-0.5,1.0,0.03,ABCDE,0.6321,0.0019,0.47873,0.99994,0.02438,0.9877,False,0.6927,0.0113,200
theta,-2.0,-0.5,-0.5,1.0,0.03,ABC,0.6319,0.0020,0.52687,0.99994,0.02438,0.9877,False,0.6850,0.0136,200
theta,-2.0,-0.5,-0.5,1.5,0.01,ABCDE,0.6584,0.0128,0.09830,0.98926,0.00563,0.9972,False,0.6700,0.0399,200
theta,-2.0,-0.5,-0.5,1.5,0.01,ABC,0.6650,0.0143,0.12071,0.98926,0.00563,0.9972,False,0.6703,0.0384,200
theta,-2.0,-0.5,-0.5,1.5,0.03,ABCDE,0.6460,0.0289,0.47873,0.98935,0.02438,0.9877,False,0.6418,0.0584,200
theta,-2.0,-0.5,-0.5,1.5,0.03,ABC,0.6472,0.0306,0.52687,0.98935,0.02438,0.9877,False,0.6505,0.0660,200
theta,-2.0,-0.5,-0.5,2.0,0.01,ABCDE,0.6344,0.0251,0.09830,0.95998,0.00563,0.9972,False,0.6748,0.0687,200
theta,-2.0,-0.5,-0.5,2.0,0.01,ABC,0.6417,0.0285,0.12071,0.95998,0.00563,0.9972,False,0.6857,0.0564,200
theta,-2.0,-0.5,-0.5,2.0,0.03,ABCDE,0.6597,0.0554,0.47873,0.96002,0.02438,0.9877,False,0.6651,0.0654,200
theta,-2.0,-0.5,-0.5,2.0,0.03,ABC,0.6582,0.0591,0.52687,0.96002,0.02438,0.9877,False,0.6825,0.0798,200
theta,-2.0,-0.5,-0.5,3.0,0.01,ABCDE,0.6089,0.0449,0.09830,0.86725,0.00563,0.9972,False,0.6566,0.0608,200
theta,-2.0,-0.5,-0.5,3.0,0.01,ABC,0.6163,0.0513,0.12071,0.86725,0.00563,0.9972,False,0.6793,0.0658,200
theta,-2.0,-0.5,-0.5,3.0,0.03,ABCDE,0.6758,0.1008,0.47873,0.86697,0.02438,0.9877,False,0.6191,0.0623,200
theta,-2.0,-0.5,-0.5,3.0,0.03,ABC,0.6820,0.1076,0.52687,0.86697,0.02438,0.9877,False,0.6518,0.0814,200
theta,-2.0,-0.5,-1.0,1.0,0.01,ABCDE,0.6866,0.0016,0.10082,0.99999,0.00650,0.9967,False,0.6272,0.0028,200
theta,-2.0,-0.5,-1.0,1.0,0.01,ABC,0.6923,0.0018,0.12329,0.99999,0.00650,0.9967,False,0.6855,0.0040,200
